0.000000, 13.000000, 16.000000
0.001000, 12.003311, 16.659184
0.002000, 11.047269, 17.276056
0.003000, 10.136738, 17.847498
0.004000, 9.275352, 18.371407
0.005000, 8.465546, 18.846650
0.006000, 7.708633, 19.272981
0.007000, 7.004921, 19.650937
0.008000, 6.353846, 19.981716
0.009000, 5.754120, 20.267050
0.010000, 5.203879, 20.509085
0.011000, 4.700824, 20.710262
0.012000, 4.242347, 20.873216
0.013000, 3.825651, 21.000685
0.014000, 3.447836, 21.095437
0.015000, 3.105986, 21.160208
0.016000, 2.797224, 21.197657
0.017000, 2.518767, 21.210334
0.018000, 2.267952, 21.200650
0.019000, 2.042266, 21.170868
0.020000, 1.839354, 21.123093
0.021000, 1.657032, 21.059267
0.022000, 1.493287, 20.981174
0.023000, 1.346269, 20.890443
0.024000, 1.214294, 20.788554
0.025000, 1.095827, 20.676850
0.026000, 0.989481, 20.556542
0.027000, 0.894001, 20.428721
0.028000, 0.808257, 20.294369
0.029000, 0.731233, 20.154363
0.030000, 0.662015, 20.009491
0.031000, 0.599787, 19.860457
0.032000, 0.543814, 19.707887
0.033000, 0.493443, 19.552343
0.034000, 0.448087, 19.394322
0.035000, 0.407222, 19.234268
0.036000, 0.370381, 19.072577
0.037000, 0.337145, 18.909598
0.038000, 0.307142, 18.745643
0.039000, 0.280039, 18.580989
0.040000, 0.255537, 18.415882
0.041000, 0.233371, 18.250538
0.042000, 0.213305, 18.085151
0.043000, 0.195124, 17.919890
0.044000, 0.178641, 17.754908
0.045000, 0.163684, 17.590336
0.046000, 0.150103, 17.426293
0.047000, 0.137762, 17.262883
0.048000, 0.126538, 17.100197
0.049000, 0.116323, 16.938316
0.050000, 0.107019, 16.777310
0.051000, 0.098539, 16.617241
0.052000, 0.090802, 16.458162
0.053000, 0.083740, 16.300122
0.054000, 0.077288, 16.143161
0.055000, 0.071388, 15.987314
0.056000, 0.065990, 15.832612
0.057000, 0.061048, 15.679080
0.058000, 0.056518, 15.526741
0.059000, 0.052365, 15.375613
0.060000, 0.048553, 15.225711
0.061000, 0.045053, 15.077049
0.062000, 0.041836, 14.929636
0.063000, 0.038877, 14.783479
0.064000, 0.036153, 14.638586
0.065000, 0.033645, 14.494960
0.066000, 0.031333, 14.352603
0.067000, 0.029201, 14.211516
0.068000, 0.027233, 14.071700
0.069000, 0.025415, 13.933152
0.070000, 0.023735, 13.795871
0.071000, 0.022181, 13.659853
0.072000, 0.020743, 13.525094
0.073000, 0.019411, 13.391589
0.074000, 0.018177, 13.259333
0.075000, 0.017033, 13.128320
0.076000, 0.015971, 12.998543
0.077000, 0.014985, 12.869996
0.078000, 0.014068, 12.742671
0.079000, 0.013216, 12.616560
0.080000, 0.012424, 12.491655
0.081000, 0.011686, 12.367948
0.082000, 0.010999, 12.245431
0.083000, 0.010359, 12.124095
0.084000, 0.009762, 12.003931
0.085000, 0.009204, 11.884930
0.086000, 0.008684, 11.767082
0.087000, 0.008198, 11.650380
0.088000, 0.007744, 11.534812
0.089000, 0.007319, 11.420371
0.090000, 0.006921, 11.307046
0.091000, 0.006549, 11.194828
0.092000, 0.006200, 11.083707
0.093000, 0.005873, 10.973674
0.094000, 0.005566, 10.864720
0.095000, 0.005278, 10.756834
0.096000, 0.005008, 10.650007
0.097000, 0.004754, 10.544230
0.098000, 0.004515, 10.439493
0.099000, 0.004291, 10.335786
0.100000, 0.004079, 10.233100
0.101000, 0.003881, 10.131427
0.102000, 0.003693, 10.030755
0.103000, 0.003517, 9.931076
0.104000, 0.003351, 9.832381
0.105000, 0.003194, 9.734661
0.106000, 0.003046, 9.637905
0.107000, 0.002906, 9.542106
0.108000, 0.002774, 9.447253
0.109000, 0.002649, 9.353338
0.110000, 0.002531, 9.260353
0.111000, 0.002419, 9.168287
0.112000, 0.002313, 9.077133
0.113000, 0.002213, 8.986881
0.114000, 0.002119, 8.897523
0.115000, 0.002029, 8.809050
0.116000, 0.001944, 8.721454
0.117000, 0.001863, 8.634726
0.118000, 0.001786, 8.548857
0.119000, 0.001714, 8.463840
0.120000, 0.001645, 8.379666
0.121000, 0.001579, 8.296326
0.122000, 0.001517, 8.213813
0.123000, 0.001457, 8.132119
0.124000, 0.001401, 8.051236
0.125000, 0.001347, 7.971155
0.126000, 0.001296, 7.891869
0.127000, 0.001247, 7.813370
0.128000, 0.001201, 7.735650
0.129000, 0.001157, 7.658702
0.130000, 0.001114, 7.582518
0.131000, 0.001074, 7.507090
0.132000, 0.001036, 7.432412
0.133000, 0.000999, 7.358475
0.134000, 0.000964, 7.285273
0.135000, 0.000931, 7.212798
0.136000, 0.000899, 7.141043
0.137000, 0.000868, 7.070001
0.138000, 0.000839, 6.999664
0.139000, 0.000811, 6.930027
0.140000, 0.000784, 6.861082
0.141000, 0.000759, 6.792822
0.142000, 0.000734, 6.725240
0.143000, 0.000711, 6.658330
0.144000, 0.000688, 6.592085
0.145000, 0.000667, 6.526499
0.146000, 0.000646, 6.461564
0.147000, 0.000626, 6.397275
0.148000, 0.000607, 6.333625
0.149000, 0.000589, 6.270608
0.150000, 0.000571, 6.208218
0.151000, 0.000555, 6.146447
0.152000, 0.000538, 6.085291
0.153000, 0.000523, 6.024744
0.154000, 0.000508, 5.964798
0.155000, 0.000494, 5.905448
0.156000, 0.000480, 5.846688
0.157000, 0.000466, 5.788513
0.158000, 0.000454, 5.730916
0.159000, 0.000441, 5.673892
0.160000, 0.000429, 5.617436
0.161000, 0.000418, 5.561540
0.162000, 0.000407, 5.506201
0.163000, 0.000396, 5.451412
0.164000, 0.000386, 5.397168
0.165000, 0.000376, 5.343463
0.166000, 0.000367, 5.290293
0.167000, 0.000358, 5.237652
0.168000, 0.000349, 5.185534
0.169000, 0.000340, 5.133934
0.170000, 0.000332, 5.082848
0.171000, 0.000324, 5.032270
0.172000, 0.000316, 4.982195
0.173000, 0.000309, 4.932618
0.174000, 0.000302, 4.883535
0.175000, 0.000295, 4.834939
0.176000, 0.000288, 4.786828
0.177000, 0.000281, 4.739194
0.178000, 0.000275, 4.692035
0.179000, 0.000269, 4.645345
0.180000, 0.000263, 4.599119
0.181000, 0.000257, 4.553353
0.182000, 0.000252, 4.508043
0.183000, 0.000247, 4.463183
0.184000, 0.000241, 4.418769
0.185000, 0.000236, 4.374798
0.186000, 0.000232, 4.331264
0.187000, 0.000227, 4.288163
0.188000, 0.000222, 4.245491
0.189000, 0.000218, 4.203243
0.190000, 0.000214, 4.161416
0.191000, 0.000209, 4.120005
0.192000, 0.000205, 4.079005
0.193000, 0.000201, 4.038414
0.194000, 0.000198, 3.998227
0.195000, 0.000194, 3.958439
0.196000, 0.000190, 3.919048
0.197000, 0.000187, 3.880048
0.198000, 0.000183, 3.841437
0.199000, 0.000180, 3.803209
0.200000, 0.000177, 3.765362
0.201000, 0.000174, 3.727892
0.202000, 0.000171, 3.690794
0.203000, 0.000168, 3.654066
0.204000, 0.000165, 3.617703
0.205000, 0.000162, 3.581701
0.206000, 0.000159, 3.546058
0.207000, 0.000157, 3.510770
0.208000, 0.000154, 3.475833
0.209000, 0.000152, 3.441243
0.210000, 0.000149, 3.406998
0.211000, 0.000147, 3.373093
0.212000, 0.000145, 3.339526
0.213000, 0.000142, 3.306293
